
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
1018.400000	6398000.000000	0.038322	0.017453	240.000000	0.000000	0.000000	244416.000000	111317.099692	20000.000000
1018.500000	6398000.000000	0.038325	0.017453	240.000000	0.000000	0.000000	244440.000000	111317.099692	20000.000000
1018.600000	6398000.000000	0.038329	0.017453	240.000000	0.000000	0.000000	244464.000000	111317.099692	20000.000000
1018.700000	6398000.000000	0.038333	0.017453	240.000000	0.000000	0.000000	244488.000000	111317.099692	20000.000000
1018.800000	6398000.000000	0.038337	0.017453	240.000000	0.000000	0.000000	244512.000000	111317.099692	20000.000000
1018.900000	6398000.000000	0.038341	0.017453	240.000000	0.000000	0.000000	244536.000000	111317.099692	20000.000000
1019.000000	6398000.000000	0.038344	0.017453	240.000000	0.000000	0.000000	244560.000000	111317.099692	20000.000000
1019.100000	6398000.000000	0.038348	0.017453	240.000000	0.000000	0.000000	244584.000000	111317.099692	20000.000000
1019.200000	6398000.000000	0.038352	0.017453	240.000000	0.000000	0.000000	244608.000000	111317.099692	20000.000000
1019.300000	6398000.000000	0.038356	0.017453	240.000000	0.000000	0.000000	244632.000000	111317.099692	20000.000000
1019.400000	6398000.000000	0.038359	0.017453	240.000000	0.000000	0.000000	244656.000000	111317.099692	20000.000000
1019.500000	6398000.000000	0.038363	0.017453	240.000000	0.000000	0.000000	244680.000000	111317.099692	20000.000000
1019.600000	6398000.000000	0.038367	0.017453	240.000000	0.000000	0.000000	244704.000000	111317.099692	20000.000000
1019.700000	6398000.000000	0.038371	0.017453	240.000000	0.000000	0.000000	244728.000000	111317.099692	20000.000000
1019.800000	6398000.000000	0.038374	0.017453	240.000000	0.000000	0.000000	244752.000000	111317.099692	20000.000000
1019.900000	6398000.000000	0.038378	0.017453	240.000000	0.000000	0.000000	244776.000000	111317.099692	20000.000000
1020.000000	6398000.000000	0.038382	0.017453	240.000000	0.000000	0.000000	244800.000000	111317.099692	20000.000000
1020.100000	6398000.000000	0.038386	0.017453	240.000000	0.000000	0.000000	244824.000000	111317.099692	20000.000000
1020.200000	6398000.000000	0.038389	0.017453	240.000000	0.000000	0.000000	244848.000000	111317.099692	20000.000000
1020.300000	6398000.000000	0.038393	0.017453	240.000000	0.000000	0.000000	244872.000000	111317.099692	20000.000000
1020.400000	6398000.000000	0.038397	0.017453	240.000000	0.000000	0.000000	244896.000000	111317.099692	20000.000000
1020.500000	6398000.000000	0.038401	0.017453	240.000000	0.000000	0.000000	244920.000000	111317.099692	20000.000000
1020.600000	6398000.000000	0.038405	0.017453	240.000000	0.000000	0.000000	244944.000000	111317.099692	20000.000000
1020.700000	6398000.000000	0.038408	0.017453	240.000000	0.000000	0.000000	244968.000000	111317.099692	20000.000000
1020.800000	6398000.000000	0.038412	0.017453	240.000000	0.000000	0.000000	244992.000000	111317.099692	20000.000000
1020.900000	6398000.000000	0.038416	0.017453	240.000000	0.000000	0.000000	245016.000000	111317.099692	20000.000000
1021.000000	6398000.000000	0.038420	0.017453	240.000000	0.000000	0.000000	245040.000000	111317.099692	20000.000000
1021.100000	6398000.000000	0.038423	0.017453	240.000000	0.000000	0.000000	245064.000000	111317.099692	20000.000000
1021.200000	6398000.000000	0.038427	0.017453	240.000000	0.000000	0.000000	245088.000000	111317.099692	20000.000000
1021.300000	6398000.000000	0.038431	0.017453	240.000000	0.000000	0.000000	245112.000000	111317.099692	20000.000000
